label,nine_partition_label,three_partition_label,url,url_alphanum
lymphangioma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangioma/lymphangioma31.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlymphangiomalymphangioma31jpg.jpg
hailey hailey disease,genodermatoses,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/h/hailey_hailey_disease/hailey_hailey_disease16.jpg,httpwwwdermaamincomsiteimagesclinicalpichhaileyhaileydiseasehaileyhaileydisease16jpg.jpg
prurigo nodularis,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis72.jpg,httpwwwdermaamincomsiteimagesclinicalpicpprurigonodularisprurigonodularis72jpg.jpg
allergic contact dermatitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/salmon-patches/salmon-patches4.jpg,httpwwwdermaamincomsiteimagesclinicalpicssalmonpatchessalmonpatches4jpg.jpg
pilomatricoma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/pilomatrixoma/pilomatrixoma48.jpg,httpwwwdermaamincomsiteimagesclinicalpicppilomatrixomapilomatrixoma48jpg.jpg
psoriasis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/parapsoriasis-large-plaque/parapsoriasis-large-plaque7.jpg,httpwwwdermaamincomsiteimagesclinicalpicpparapsoriasislargeplaqueparapsoriasislargeplaque7jpg.jpg
paronychia,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/paronychia/paronychia1.jpg,httpwwwdermaamincomsiteimagesclinicalpicpparonychiaparonychia1jpg.jpg
lichen planus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/d/dermatitis_solaris/dermatitis_solaris8.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatitissolarisdermatitissolaris8jpg.jpg
lupus erythematosus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus/lupus_erythematosus10.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupuserythematosuslupuserythematosus10jpg.jpg
nematode infection,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans5.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlarvamigranslarvamigrans5jpg.jpg
squamous cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma77.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma77jpg.jpg
dermatomyositis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis64.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatomyositisdermatomyositis64jpg.jpg
melanoma,malignant melanoma,malignant,https://www.dermaamin.com/site/images/clinical-pic/a/acro_lentiginous_melanoma/acro_lentiginous_melanoma2.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrolentiginousmelanomaacrolentiginousmelanoma2jpg.jpg
erythema multiforme,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme34.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemamultiformeerythemamultiforme34jpg.jpg
aplasia cutis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/aplasia_cutis_congenita_circumscripta/aplasia_cutis_congenita_circumscripta28.jpg,httpwwwdermaamincomsiteimagesclinicalpicaaplasiacutiscongenitacircumscriptaaplasiacutiscongenitacircumscripta28jpg.jpg
telangiectases,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/t/telangiectasias/telangiectasias9.jpg,httpwwwdermaamincomsiteimagesclinicalpicttelangiectasiastelangiectasias9jpg.jpg
dermatomyositis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis155.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatomyositisdermatomyositis155jpg.jpg
pyogenic granuloma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/pyogenic-granuloma/pyogenic-granuloma121.jpg,httpwwwdermaamincomsiteimagesclinicalpicppyogenicgranulomapyogenicgranuloma121jpg.jpg
prurigo nodularis,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis88.jpg,httpwwwdermaamincomsiteimagesclinicalpicpprurigonodularisprurigonodularis88jpg.jpg
folliculitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/eosinophilic_pustula_folliculitis/eosinophilic_pustula_folliculitis27.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeosinophilicpustulafolliculitiseosinophilicpustulafolliculitis27jpg.jpg
prurigo nodularis,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis53.jpg,httpwwwdermaamincomsiteimagesclinicalpicpprurigonodularisprurigonodularis53jpg.jpg
squamous cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma6.jpg,httpwwwdermaamincomsiteimagesclinicalpicssquamouscellcarcinomasquamouscellcarcinoma6jpg.jpg
acne vulgaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris27.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris27jpg.jpg
lichen planus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus86.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanuslichenplanus86jpg.jpg
tick bite,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/f/flea_bites/flea_bites3.jpg,httpwwwdermaamincomsiteimagesclinicalpicffleabitesfleabites3jpg.jpg
lichen simplex,inflammatory,non-neoplastic,,httpwwwdermaamincomsiteimagesclinicalpicLLichensimplexchronicusLichensimplexchronicus18jpg.jpg
mucous cyst,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/c/cdle/cdle5.jpg,httpwwwdermaamincomsiteimagesclinicalpicccdlecdle5jpg.jpg
porphyria,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pseudoporphyria/pseudoporphyria1.jpg,httpwwwdermaamincomsiteimagesclinicalpicppseudoporphyriapseudoporphyria1jpg.jpg
acne,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_cystic/acne_cystic25.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnecysticacnecystic25jpg.jpg
photodermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis23.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis23jpg.jpg
squamous cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma45.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma45jpg.jpg
acquired autoimmune bullous diseaseherpes gestationis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/h/herpes_gestationis/herpes_gestationis17.jpg,httpwwwdermaamincomsiteimagesclinicalpichherpesgestationisherpesgestationis17jpg.jpg
malignant melanoma,malignant melanoma,malignant,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma16.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmalignantmelanomamalignantmelanoma16jpg.jpg
mucous cyst,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/m/mucocele/mucocele24.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmucocelemucocele24jpg.jpg
dyshidrotic eczema,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pompholyx/pompholyx25.jpg,httpwwwdermaamincomsiteimagesclinicalpicppompholyxpompholyx25jpg.jpg
vitiligo,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo118.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo118jpg.jpg
pityriasis rubra pilaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris46.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisrubrapilarispityriasisrubrapilaris46jpg.jpg
dyshidrotic eczema,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pompholyx/pompholyx15.jpg,httpwwwdermaamincomsiteimagesclinicalpicppompholyxpompholyx15jpg.jpg
milia,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria88.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmiliariamiliaria88jpg.jpg
lentigo maligna,malignant melanoma,malignant,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna39.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna39jpg.jpg
lymphangioma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangiectasia/lymphangiectasia1.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlymphangiectasialymphangiectasia1jpg.jpg
scabies,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies48.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnorwegianscabiesnorwegianscabies48jpg.jpg
paronychia,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/paronychia/paronychia22.jpg,httpwwwdermaamincomsiteimagesclinicalpicpparonychiaparonychia22jpg.jpg
naevus comedonicus,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/n/naevus_comedonicus/naevus_comedonicus18.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnaevuscomedonicusnaevuscomedonicus18jpg.jpg
dermatomyositis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis140.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatomyositisdermatomyositis140jpg.jpg
neutrophilic dermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome22.jpg,httpwwwdermaamincomsiteimagesclinicalpicssweetsyndromesweetsyndrome22jpg.jpg
allergic contact dermatitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/I/irritant-contact-dermatitis/irritant-contact-dermatitis16.jpg,httpwwwdermaamincomsiteimagesclinicalpicIirritantcontactdermatitisirritantcontactdermatitis16jpg.jpg
photodermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis8.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis8jpg.jpg
nevocytic nevus,benign melanocyte,benign,https://www.dermaamin.com/site/images/clinical-pic/n/nevocyticn-nevus/nevocyticn-nevus11.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevocyticnnevusnevocyticnnevus11jpg.jpg
urticaria,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/d/dermographic_urticaria/dermographic_urticaria21.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermographicurticariadermographicurticaria21jpg.jpg
lichen planus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/t/trauma/trauma11.jpg,httpwwwdermaamincomsiteimagesclinicalpicttraumatrauma11jpg.jpg
kaposi sarcoma,malignant dermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma5.jpg,httpwwwdermaamincomsiteimagesclinicalpickkaposissarcomakaposissarcoma5jpg.jpg
scabies,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies50.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscabiesscabies50jpg.jpg
stasis edema,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/stasis-dermatitis/stasis-dermatitis41.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstasisdermatitisstasisdermatitis41jpg.jpg
tick bite,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/t/tick-bite/tick-bite19.jpg,httpwwwdermaamincomsiteimagesclinicalpicttickbitetickbite19jpg.jpg
aplasia cutis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pseudoainhum/pseudoainhum3.jpg,httpwwwdermaamincomsiteimagesclinicalpicppseudoainhumpseudoainhum3jpg.jpg
basal cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinomas_cystic/basal_cell_carcinomas_cystic10.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasalcellcarcinomascysticbasalcellcarcinomascystic10jpg.jpg
basal cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma40.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasalcellcarcinomabasalcellcarcinoma40jpg.jpg
kaposi sarcoma,malignant dermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma31.jpg,httpwwwdermaamincomsiteimagesclinicalpickkaposissarcomakaposissarcoma31jpg.jpg
basal cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/r/recurrent-basal-cell-carcinoma/recurrent-basal-cell-carcinoma3.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrecurrentbasalcellcarcinomarecurrentbasalcellcarcinoma3jpg.jpg
vitiligo,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo17.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo17jpg.jpg
squamous cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/b/bowens_disease/bowens_disease19.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbowensdiseasebowensdisease19jpg.jpg
nevocytic nevus,benign melanocyte,benign,https://www.dermaamin.com/site/images/clinical-pic/n/nevocyticn-nevus/nevocyticn-nevus39.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevocyticnnevusnevocyticnnevus39jpg.jpg
sarcoidosis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis-of-the-skin-plaque-form/sarcoidosis-of-the-skin-plaque-form14.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosisoftheskinplaqueformsarcoidosisoftheskinplaqueform14jpg.jpg
superficial spreading melanoma ssm,malignant melanoma,malignant,https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma111.jpg,httpwwwdermaamincomsiteimagesclinicalpicssuperfacialspreadingmelanomasuperfacialspreadingmelanoma111jpg.jpg
nevocytic nevus,benign melanocyte,benign,https://www.dermaamin.com/site/images/clinical-pic/n/nevocyticn-nevus/nevocyticn-nevus3.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevocyticnnevusnevocyticnnevus3jpg.jpg
pyogenic granuloma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/pyogenic-granuloma/pyogenic-granuloma86.jpg,httpwwwdermaamincomsiteimagesclinicalpicppyogenicgranulomapyogenicgranuloma86jpg.jpg
erythema annulare centrifigum,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum37.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemaannularecentrifugumerythemaannularecentrifugum37jpg.jpg
melanoma,malignant melanoma,malignant,https://www.dermaamin.com/site/images/clinical-pic/r/recurrent_memalona/recurrent_memalona2.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrecurrentmemalonarecurrentmemalona2jpg.jpg
pityriasis rosea,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea67.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisroseapityriasisrosea67jpg.jpg
urticaria pigmentosa,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa34.jpg,httpwwwdermaamincomsiteimagesclinicalpicuurticariapigmentosaurticariapigmentosa34jpg.jpg
acne vulgaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris312.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris312jpg.jpg
drug eruption,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption116.jpg,httpwwwdermaamincomsiteimagesclinicalpicddrugeruptiondrugeruption116jpg.jpg
behcets disease,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease28.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbehcetsdiseasebehcetsdisease28jpg.jpg
dermatomyositis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis169.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatomyositisdermatomyositis169jpg.jpg
psoriasis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-of-hands/psoriasis-of-hands10.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisofhandspsoriasisofhands10jpg.jpg
paronychia,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/c/chronic_paronychia/chronic_paronychia4.jpg,httpwwwdermaamincomsiteimagesclinicalpiccchronicparonychiachronicparonychia4jpg.jpg
acne vulgaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris186.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris186jpg.jpg
granuloma annulare,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare10.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomaannularegranulomaannulare10jpg.jpg
tungiasis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/t/tungiasis/tungiasis17.jpg,httpwwwdermaamincomsiteimagesclinicalpicttungiasistungiasis17jpg.jpg
telangiectases,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/t/telangiectasias/telangiectasias27.jpg,httpwwwdermaamincomsiteimagesclinicalpicttelangiectasiastelangiectasias27jpg.jpg
fixed eruptions,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption85.jpg,httpwwwdermaamincomsiteimagesclinicalpicffixeddrugeruptionfixeddrugeruption85jpg.jpg
psoriasis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/f/filariasis/filariasis4.jpg,httpwwwdermaamincomsiteimagesclinicalpicffilariasisfilariasis4jpg.jpg
psoriasis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-in-a-child/psoriasis-in-a-child14.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisinachildpsoriasisinachild14jpg.jpg
photodermatoses,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_prurigo/actinic_prurigo7.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinicprurigoactinicprurigo7jpg.jpg
acquired autoimmune bullous diseaseherpes gestationis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/h/herpes_gestationis/herpes_gestationis35.jpg,httpwwwdermaamincomsiteimagesclinicalpichherpesgestationisherpesgestationis35jpg.jpg
acne vulgaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris101.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris101jpg.jpg
melanoma,malignant melanoma,malignant,https://www.dermaamin.com/site/images/clinical-pic/m/melanome-superficiel-extensif/melanome-superficiel-extensif14.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmelanomesuperficielextensifmelanomesuperficielextensif14jpg.jpg
ichthyosis vulgaris,genodermatoses,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/I/ichthyosis_vulgaris/ichthyosis_vulgaris48.jpg,httpwwwdermaamincomsiteimagesclinicalpicIichthyosisvulgarisichthyosisvulgaris48jpg.jpg
psoriasis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-pustular/psoriasis-pustular35.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasispustularpsoriasispustular35jpg.jpg
lupus subacute,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/s/systemic-lupus-erythematosus/systemic-lupus-erythematosus30.jpg,httpwwwdermaamincomsiteimagesclinicalpicssystemiclupuserythematosussystemiclupuserythematosus30jpg.jpg
granuloma annulare,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare97.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomaannularegranulomaannulare97jpg.jpg
myiasis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/m/myiasis-furuncular_myiais/myiasis-furuncular_myiais25.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmyiasisfuruncularmyiaismyiasisfuruncularmyiais25jpg.jpg
folliculitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/f/folliculitis/folliculitis82.jpg,httpwwwdermaamincomsiteimagesclinicalpicffolliculitisfolliculitis82jpg.jpg
folliculitis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/eosinophilic_pustula_folliculitis/eosinophilic_pustula_folliculitis29.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeosinophilicpustulafolliculitiseosinophilicpustulafolliculitis29jpg.jpg
basal cell carcinoma,malignant epidermal,malignant,https://www.dermaamin.com/site/images/clinical-pic/n/nodular-basal-cell-carcinoma/nodular-basal-cell-carcinoma18.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnodularbasalcellcarcinomanodularbasalcellcarcinoma18jpg.jpg
pityriasis rubra pilaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris5.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisrubrapilarispityriasisrubrapilaris5jpg.jpg
telangiectases,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/b/blueberry_muffin_syndrome/blueberry_muffin_syndrome7.jpg,httpwwwdermaamincomsiteimagesclinicalpicbblueberrymuffinsyndromeblueberrymuffinsyndrome7jpg.jpg
milia,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria65.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmiliariamiliaria65jpg.jpg
acne vulgaris,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris189.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris189jpg.jpg
prurigo nodularis,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis71.jpg,httpwwwdermaamincomsiteimagesclinicalpicpprurigonodularisprurigonodularis71jpg.jpg
syringoma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/s/syringoma/syringoma61.jpg,httpwwwdermaamincomsiteimagesclinicalpicssyringomasyringoma61jpg.jpg
lichen planus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/d/dermatitis_solaris/dermatitis_solaris4.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatitissolarisdermatitissolaris4jpg.jpg
drug induced pigmentary changes,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/m/minocycline-pigmentation/minocycline-pigmentation12.jpg,httpwwwdermaamincomsiteimagesclinicalpicmminocyclinepigmentationminocyclinepigmentation12jpg.jpg
epidermal nevus,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus60.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermalnaevusepidermalnaevus60jpg.jpg
melanoma,malignant melanoma,malignant,https://www.dermaamin.com/site/images/clinical-pic/a/acro_lentiginous_melanoma/acro_lentiginous_melanoma25.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrolentiginousmelanomaacrolentiginousmelanoma25jpg.jpg
porokeratosis of mibelli,benign epidermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_of_mibelli/porokeratosis_of_mibelli47.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporokeratosisofmibelliporokeratosisofmibelli47jpg.jpg
vitiligo,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo108.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo108jpg.jpg
lupus erythematosus,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_chronicus_discoides/lupus_erythematosus_chronicus_discoides2.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupuserythematosuschronicusdiscoideslupuserythematosuschronicusdiscoides2jpg.jpg
scabies,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies51.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnorwegianscabiesnorwegianscabies51jpg.jpg
porphyria,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda32.jpg,httpwwwdermaamincomsiteimagesclinicalpicpporphyriacutaneatardaporphyriacutaneatarda32jpg.jpg
epidermolysis bullosa,genodermatoses,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa12.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa12jpg.jpg
pityriasis rosea,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea61.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisroseapityriasisrosea61jpg.jpg
lichen amyloidosis,inflammatory,non-neoplastic,https://www.dermaamin.com/site/images/clinical-pic/L/lichen-amyloidosis/lichen-amyloidosis11.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenamyloidosislichenamyloidosis11jpg.jpg
pilomatricoma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/pilomatrixoma/pilomatrixoma2.jpg,httpwwwdermaamincomsiteimagesclinicalpicppilomatrixomapilomatrixoma2jpg.jpg
pilomatricoma,benign dermal,benign,https://www.dermaamin.com/site/images/clinical-pic/p/pilomatrixoma/pilomatrixoma25.jpg,httpwwwdermaamincomsiteimagesclinicalpicppilomatrixomapilomatrixoma25jpg.jpg
