,label,url
4628,actinic keratosis,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses123.jpg
4629,basal cell carcinoma morpheiform,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma_morpheiform/basal_cell_carcinoma_morpheiform42.jpg
4630,lupus subacute,https://www.dermaamin.com/site/images/clinical-pic/s/systemic-lupus-erythematosus/systemic-lupus-erythematosus56.jpg
4631,incontinentia pigmenti,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti34.jpg
4632,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/v/vancomycin_eruption/vancomycin_eruption3.jpg
4633,allergic contact dermatitis,https://www.dermaamin.com/site/images/clinical-pic/r/rhus_dermatitis/rhus_dermatitis8.jpg
4634,stasis edema,https://www.dermaamin.com/site/images/clinical-pic/s/stasis-dermatitis/stasis-dermatitis4.jpg
4635,dermatofibroma,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma85.jpg
4636,acne vulgaris,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris121.jpg
4637,nevocytic nevus,https://www.dermaamin.com/site/images/clinical-pic/n/nevocyticn-nevus/nevocyticn-nevus57.jpg
4638,hailey hailey disease,https://www.dermaamin.com/site/images/clinical-pic/h/hailey_hailey_disease/hailey_hailey_disease50.jpg
4639,acne,https://www.dermaamin.com/site/images/clinical-pic/a/acne_aggravated_by_steroids/acne_aggravated_by_steroids9.jpg
4640,folliculitis,https://www.dermaamin.com/site/images/clinical-pic/f/folliculitis/folliculitis13.jpg
4641,scabies,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies25.jpg
4642,actinic keratosis,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses132.jpg
4643,scleromyxedema,https://www.dermaamin.com/site/images/clinical-pic/s/scleromyxedema/scleromyxedema48.jpg
4644,eczema,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_atopic/eczema_atopic35.jpg
4645,lupus erythematosus,https://www.dermaamin.com/site/images/clinical-pic/L/lupus-erythematosus-tumidus/lupus-erythematosus-tumidus6.jpg
4646,scabies,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies30.jpg
4647,pityriasis rosea,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea77.jpg
4648,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption65.jpg
4649,stasis edema,https://www.dermaamin.com/site/images/clinical-pic/s/stasis-dermatitis/stasis-dermatitis34.jpg
4650,lichen simplex,https://www.dermaamin.com/site/images/clinical-pic/c/chicken_pox/chicken_pox24.jpg
4651,keloid,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid72.jpg
4652,pilomatricoma,https://www.dermaamin.com/site/images/clinical-pic/p/pilomatrixoma/pilomatrixoma8.jpg
4653,neurofibromatosis,https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome95.jpg
4654,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa21.jpg
4655,eczema,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_atopic/eczema_atopic41.jpg
4656,basal cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/n/nodular-basal-cell-carcinoma/nodular-basal-cell-carcinoma9.jpg
4657,folliculitis,https://www.dermaamin.com/site/images/clinical-pic/h/hot_tub_folliculitis/hot_tub_folliculitis6.jpg
4658,keratosis pilaris,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis-pilaris/keratosis-pilaris1.jpg
4659,dermatomyositis,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis70.jpg
4660,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/phototoxic-eruption/phototoxic-eruption33.jpg
4661,nevus sebaceous of jadassohn,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn18.jpg
4662,fordyce spots,https://www.dermaamin.com/site/images/clinical-pic/f/fordyce-spots/fordyce-spots26.jpg
4663,congenital nevus,https://www.dermaamin.com/site/images/clinical-pic/c/congential_nevus/congential_nevus42.jpg
4664,neutrophilic dermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum114.jpg
4665,mucous cyst,https://www.dermaamin.com/site/images/clinical-pic/m/mucous-cyst/mucous-cyst16.jpg
4666,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic-eruption-of-pregnancy/polymorphic-eruption-of-pregnancy4.jpg
4667,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-springe-ruption/juvenile-springe-ruption2.jpg
4668,porphyria,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda91.jpg
4669,porphyria,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda26.jpg
4670,stasis edema,https://www.dermaamin.com/site/images/clinical-pic/s/stoma-dermatitis/stoma-dermatitis4.jpg
4671,sarcoidosis,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis18.jpg
4672,prurigo nodularis,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis77.jpg
4673,folliculitis,https://www.dermaamin.com/site/images/clinical-pic/p/pityrosporum-folliculitis/pityrosporum-folliculitis9.jpg
4674,neutrophilic dermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum90.jpg
4675,sarcoidosis,https://www.dermaamin.com/site/images/clinical-pic/d/discoid_le/discoid_le41.jpg
4676,allergic contact dermatitis,https://www.dermaamin.com/site/images/clinical-pic/a/acute_contact_dermatitis/acute_contact_dermatitis10.jpg
4677,striae,https://www.dermaamin.com/site/images/clinical-pic/s/striae-distensae/striae-distensae51.jpg
4678,rosacea,https://www.dermaamin.com/site/images/clinical-pic/r/rosacea/rosacea58.jpg
4679,squamous cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/e/erythroplasia_of_queyrat/erythroplasia_of_queyrat6.jpg
4680,neutrophilic dermatoses,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome21.jpg
4681,dermatomyositis,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis108.jpg
4682,prurigo nodularis,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis1.jpg
4683,neutrophilic dermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum23.jpg
4684,scleromyxedema,https://www.dermaamin.com/site/images/clinical-pic/s/scleromyxedema/scleromyxedema31.jpg
4685,melanoma,https://www.dermaamin.com/site/images/clinical-pic/a/acro_lentiginous_melanoma/acro_lentiginous_melanoma22.jpg
4686,eczema,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_cracquele/eczema_cracquele11.jpg
4687,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-in-a-child/psoriasis-in-a-child3.jpg
4688,neurodermatitis,https://www.dermaamin.com/site/images/clinical-pic/n/nummula-dermatitis/nummula-dermatitis10.jpg
4689,allergic contact dermatitis,https://www.dermaamin.com/site/images/clinical-pic/c/cosmetic-fragrance_allergy/cosmetic-fragrance_allergy5.jpg
4690,lupus erythematosus,https://www.dermaamin.com/site/images/clinical-pic/s/subacute-cutaneous-lupus-erythematosus/subacute-cutaneous-lupus-erythematosus37.jpg
4691,rhinophyma,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma9.jpg
4692,incontinentia pigmenti,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti87.jpg
4693,calcinosis cutis,https://www.dermaamin.com/site/images/clinical-pic/c/calcinosis_cutis/calcinosis_cutis28.jpg
4694,allergic contact dermatitis,https://www.dermaamin.com/site/images/clinical-pic/c/contact_dermatitis/contact_dermatitis38.jpg
4695,lyme disease,https://www.dermaamin.com/site/images/clinical-pic/e/erytrasma/erytrasma12.jpg
4696,xeroderma pigmentosum,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum18.jpg
4697,scabies,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies46.jpg
4698,epidermolysis bullosa,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa_simplex/epidermolysis_bullosa_simplex10.jpg
4699,drug eruption,https://www.dermaamin.com/site/images/clinical-pic/p/photo-drug-eruption/photo-drug-eruption2.jpg
4700,allergic contact dermatitis,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis55.jpg
4701,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa34.jpg
4702,lupus subacute,https://www.dermaamin.com/site/images/clinical-pic/s/systemic-lupus-erythematosus/systemic-lupus-erythematosus58.jpg
4703,drug induced pigmentary changes,https://www.dermaamin.com/site/images/clinical-pic/h/hypopigmented_macule/hypopigmented_macule3.jpg
4704,sarcoidosis,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis69.jpg
4705,mucous cyst,https://www.dermaamin.com/site/images/clinical-pic/m/mucous-cyst/mucous-cyst1.jpg
4706,cheilitis,https://www.dermaamin.com/site/images/clinical-pic/c/chancre_syphilitique/chancre_syphilitique2.jpg
4707,keloid,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid97.jpg
4708,drug eruption,https://www.dermaamin.com/site/images/clinical-pic/d/drug_alopecia/drug_alopecia4.jpg
4709,juvenile xanthogranuloma,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma17.jpg
4710,fordyce spots,https://www.dermaamin.com/site/images/clinical-pic/f/fordyce-spots/fordyce-spots21.jpg
4711,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/parapsoriasis-large-plaque/parapsoriasis-large-plaque15.jpg
4712,porokeratosis actinic,https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_actinic/porokeratosis_actinic26.jpg
4713,behcets disease,https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease39.jpg
4714,erythema nodosum,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum19.jpg
4715,epidermal nevus,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus52.jpg
4716,pyogenic granuloma,https://www.dermaamin.com/site/images/clinical-pic/p/pyogenic-granuloma/pyogenic-granuloma50.jpg
4717,port wine stain,https://www.dermaamin.com/site/images/clinical-pic/p/port-wine-stain/port-wine-stain13.jpg
4718,epidermolysis bullosa,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa43.jpg
4719,acanthosis nigricans,https://www.dermaamin.com/site/images/clinical-pic/a/acanthosis_nigricans/acanthosis_nigricans17.jpg
4720,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa12.jpg
4721,hidradenitis,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa28.jpg
4722,vitiligo,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo32.jpg
4723,incontinentia pigmenti,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti29.jpg
4724,becker nevus,https://www.dermaamin.com/site/images/clinical-pic/s/speckled-nevus/speckled-nevus8.jpg
4725,tuberous sclerosis,https://www.dermaamin.com/site/images/clinical-pic/t/tuberous_sclerosis/tuberous_sclerosis76.jpg
4726,xeroderma pigmentosum,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum53.jpg
4727,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/phototoxic-eruption/phototoxic-eruption2.jpg
4728,hailey hailey disease,https://www.dermaamin.com/site/images/clinical-pic/h/hailey_hailey_disease/hailey_hailey_disease61.jpg
4729,dermatomyositis,https://www.dermaamin.com/site/images/clinical-pic/d/dermatophytie/dermatophytie19.jpg
4730,halo nevus,https://www.dermaamin.com/site/images/clinical-pic/h/halo_naevus/halo_naevus38.jpg
4731,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma2.jpg
4732,lichen planus,https://www.dermaamin.com/site/images/clinical-pic/d/dermatitis_artefacta/dermatitis_artefacta23.jpg
4733,stasis edema,https://www.dermaamin.com/site/images/clinical-pic/s/stasis-ulcer/stasis-ulcer4.jpg
4734,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-genital/psoriasis-genital10.jpg
4735,rhinophyma,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma68.jpg
4736,erythema multiforme,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme3.jpg
4737,lichen planus,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_follicularis/lichen_planus_follicularis9.jpg
4738,melanoma,https://www.dermaamin.com/site/images/clinical-pic/a/acro_lentiginous_melanoma/acro_lentiginous_melanoma27.jpg
4739,lymphangioma,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangioma/lymphangioma19.jpg
4740,nematode infection,https://www.dermaamin.com/site/images/clinical-pic/h/hydrocele/hydrocele2.jpg
4741,congenital nevus,https://www.dermaamin.com/site/images/clinical-pic/c/congential_nevus/congential_nevus27.jpg
4742,basal cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma11.jpg
4743,seborrheic dermatitis,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-dermatitis/seborrheic-dermatitis70.jpg
4744,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa36.jpg
4745,becker nevus,https://www.dermaamin.com/site/images/clinical-pic/s/speckled-nevus/speckled-nevus6.jpg
4746,becker nevus,https://www.dermaamin.com/site/images/clinical-pic/e/eclipse_nevi/eclipse_nevi6.jpg
4747,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis25.jpg
4748,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-scalp/psoriasis-scalp8.jpg
4749,scleromyxedema,https://www.dermaamin.com/site/images/clinical-pic/s/scleromyxedema/scleromyxedema50.jpg
4750,squamous cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma30.jpg
4751,basal cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma56.jpg
4752,pilomatricoma,https://www.dermaamin.com/site/images/clinical-pic/p/pilomatrixoma/pilomatrixoma33.jpg
4753,lupus subacute,https://www.dermaamin.com/site/images/clinical-pic/m/mixedc-onnective-tissue-disease/mixedc-onnective-tissue-disease12.jpg
4754,porphyria,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda2.jpg
4755,lichen planus,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus7.jpg
4756,fordyce spots,https://www.dermaamin.com/site/images/clinical-pic/f/fordyce-spots/fordyce-spots18.jpg
4757,xanthomas,https://www.dermaamin.com/site/images/clinical-pic/X/xanthomas/xanthomas2.jpg
4758,pyogenic granuloma,https://www.dermaamin.com/site/images/clinical-pic/p/pyogenic-granuloma/pyogenic-granuloma70.jpg
4759,aplasia cutis,https://www.dermaamin.com/site/images/clinical-pic/a/aplasia_cutis_congenita_circumscripta/aplasia_cutis_congenita_circumscripta39.jpg
4760,necrobiosis lipoidica,https://www.dermaamin.com/site/images/clinical-pic/n/necrobiois-lipoidica-diabeticorum/necrobiois-lipoidica-diabeticorum87.jpg
4761,eczema,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema33.jpg
4762,lymphangioma,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangioma/lymphangioma71.jpg
4763,vitiligo,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo_alopecia_areata/vitiligo_alopecia_areata4.jpg
4764,aplasia cutis,https://www.dermaamin.com/site/images/clinical-pic/a/aplasia_cutis_congenita_circumscripta/aplasia_cutis_congenita_circumscripta26.jpg
4765,scleromyxedema,https://www.dermaamin.com/site/images/clinical-pic/s/scleromyxedema/scleromyxedema20.jpg
4766,lupus erythematosus,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_chronicus_verrucous/lupus_erythematosus_chronicus_verrucous1.jpg
4767,folliculitis,https://www.dermaamin.com/site/images/clinical-pic/f/folliculitis/folliculitis94.jpg
4768,nematode infection,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans56.jpg
4769,granuloma pyogenic,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_pyogenicum/granuloma_pyogenicum37.jpg
4770,congenital nevus,https://www.dermaamin.com/site/images/clinical-pic/c/congential_nevus/congential_nevus35.jpg
4771,myiasis,https://www.dermaamin.com/site/images/clinical-pic/m/myiasis-furuncular_myiais/myiasis-furuncular_myiais18.jpg
4772,hailey hailey disease,https://www.dermaamin.com/site/images/clinical-pic/h/hailey_hailey_disease/hailey_hailey_disease70.jpg
4773,juvenile xanthogranuloma,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma74.jpg
4774,fixed eruptions,https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption31.jpg
4775,drug eruption,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption84.jpg
4776,neurotic excoriations,https://www.dermaamin.com/site/images/clinical-pic/n/neurotic-excoriations/neurotic-excoriations15.jpg
4777,actinic keratosis,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses14.jpg
4778,lichen planus,https://www.dermaamin.com/site/images/clinical-pic/d/dermatitis_artefacta/dermatitis_artefacta13.jpg
4779,becker nevus,https://www.dermaamin.com/site/images/clinical-pic/e/eclipse_nevi/eclipse_nevi20.jpg
4780,allergic contact dermatitis,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis107.jpg
4781,granuloma annulare,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare116.jpg
4782,actinic keratosis,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses106.jpg
4783,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis87.jpg
4784,prurigo nodularis,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis61.jpg
4785,scabies,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies52.jpg
4786,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate43.jpg
4787,pustular psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/pustulosis/pustulosis1.jpg
4788,squamous cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/e/eruptive_xanthoma/eruptive_xanthoma22.jpg
4789,milia,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria33.jpg
4790,calcinosis cutis,https://www.dermaamin.com/site/images/clinical-pic/c/calcinosis_cutis/calcinosis_cutis47.jpg
4791,scabies,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies63.jpg
4792,pustular psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/pustular_psoriasis/pustular_psoriasis47.jpg
4793,erythema multiforme,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme88.jpg
4794,kaposi sarcoma,https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma72.jpg
4796,sun damaged skin,https://www.dermaamin.com/site/images/clinical-pic/s/sun-burn/sun-burn34.jpg
4797,sarcoidosis,https://www.dermaamin.com/site/images/clinical-pic/d/discoid_le/discoid_le40.jpg
4798,milia,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria75.jpg
4799,melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/melanoma/melanoma31.jpg
4800,folliculitis,https://www.dermaamin.com/site/images/clinical-pic/e/eosinophilic_pustula_folliculitis/eosinophilic_pustula_folliculitis13.jpg
4801,congenital nevus,https://www.dermaamin.com/site/images/clinical-pic/c/congenital_dimple/congenital_dimple7.jpg
4802,lichen planus,https://www.dermaamin.com/site/images/clinical-pic/o/oropharyngeal_lichen_planus/oropharyngeal_lichen_planus2.jpg
4803,melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/melanoma/melanoma3.jpg
4804,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis37.jpg
4805,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis52.jpg
4806,dermatomyositis,https://www.dermaamin.com/site/images/clinical-pic/d/dermatophytie/dermatophytie13.jpg
4807,milia,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria35.jpg
4808,aplasia cutis,https://www.dermaamin.com/site/images/clinical-pic/a/aplasia_cutis_congenita_circumscripta/aplasia_cutis_congenita_circumscripta51.jpg
4809,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis24.jpg
4810,fixed eruptions,https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption54.jpg
4811,fixed eruptions,https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption17.jpg
4812,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate31.jpg
4813,granuloma pyogenic,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_pyogenicum/granuloma_pyogenicum24.jpg
4814,drug eruption,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption119.jpg
4815,erythema nodosum,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum72.jpg
4816,stevens johnson syndrome,https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome86.jpg
4817,ehlers danlos syndrome,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome38.jpg
4818,scabies,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies83.jpg
4819,acne,https://www.dermaamin.com/site/images/clinical-pic/a/acne_cystic/acne_cystic11.jpg
4820,necrobiosis lipoidica,https://www.dermaamin.com/site/images/clinical-pic/n/necrobiois-lipoidica-diabeticorum/necrobiois-lipoidica-diabeticorum93.jpg
4821,pustular psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/pustular_psoriasis/pustular_psoriasis2.jpg
4822,milia,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria85.jpg
4823,keloid,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid99.jpg
4824,granuloma pyogenic,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_pyogenicum/granuloma_pyogenicum2.jpg
4825,acne vulgaris,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris284.jpg
4826,erythema multiforme,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme132.jpg
4827,rosacea,https://www.dermaamin.com/site/images/clinical-pic/r/rosacea/rosacea33.jpg
4828,seborrheic keratosis,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-keratoses/seborrheic-keratoses39.jpg
4829,photodermatoses,https://www.dermaamin.com/site/images/clinical-pic/p/phototoxic-eruption/phototoxic-eruption31.jpg
4830,hidradenitis,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa34.jpg
4831,erythema multiforme,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme96.jpg
4832,basal cell carcinoma morpheiform,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma_morpheiform/basal_cell_carcinoma_morpheiform9.jpg
4833,prurigo nodularis,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis75.jpg
4834,nematode infection,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans58.jpg
4835,squamous cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma20.jpg
4836,allergic contact dermatitis,https://www.dermaamin.com/site/images/clinical-pic/c/contact_dermatitis/contact_dermatitis39.jpg
4837,actinic keratosis,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses61.jpg
4838,rhinophyma,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma18.jpg
4839,allergic contact dermatitis,https://www.dermaamin.com/site/images/clinical-pic/p/patch-testing/patch-testing11.jpg
4840,pilar cyst,https://www.dermaamin.com/site/images/clinical-pic/p/pilar-cyst/pilar-cyst16.jpg
4841,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate27.jpg
4842,granuloma annulare,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare55.jpg
4843,dariers disease,https://www.dermaamin.com/site/images/clinical-pic/d/dariers_disease/dariers_disease23.jpg
4844,folliculitis,https://www.dermaamin.com/site/images/clinical-pic/s/staphylococcal-folliculitis/staphylococcal-folliculitis3.jpg
4845,papilomatosis confluentes and reticulate,https://www.dermaamin.com/site/images/clinical-pic/p/papillomatosis-cutis-carcinoides/papillomatosis-cutis-carcinoides16.jpg
4846,porphyria,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda78.jpg
4847,pityriasis rubra pilaris,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris43.jpg
4848,epidermal nevus,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus50.jpg
4849,drug induced pigmentary changes,https://www.dermaamin.com/site/images/clinical-pic/h/hypopigmented_macule/hypopigmented_macule9.jpg
4850,basal cell carcinoma,https://www.dermaamin.com/site/images/clinical-pic/r/recurrent-basal-cell-carcinoma/recurrent-basal-cell-carcinoma2.jpg
4851,lupus erythematosus,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus/lupus_erythematosus40.jpg
4852,psoriasis,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail19.jpg
4853,eczema,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema32.jpg
4854,porphyria,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda88.jpg
4855,neutrophilic dermatoses,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome80.jpg
4856,rosacea,https://www.dermaamin.com/site/images/clinical-pic/r/rosacea/rosacea37.jpg
4857,seborrheic keratosis,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-keratoses/seborrheic-keratoses51.jpg
