,nine_partition_label,url,label
3120,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/p/pearly-penile-papules/pearly-penile-papules8.jpg,fordyce spots
3121,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis88.jpg,psoriasis
3122,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome1.jpg,ehlers danlos syndrome
3123,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption3.jpg,drug eruption
3124,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis113.jpg,prurigo nodularis
3125,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma91.jpg,malignant melanoma
3126,benign melanocyte,https://www.dermaamin.com/site/images/clinical-pic/c/congenital_dimple/congenital_dimple5.jpg,congenital nevus
3127,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare66.jpg,granuloma annulare
3128,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria87.jpg,milia
3129,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/n/nevoxanthoendothelioma/nevoxanthoendothelioma6.jpg,juvenile xanthogranuloma
3130,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/t/trauma/trauma19.jpg,lichen planus
3131,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/acute_contact_dermatitis/acute_contact_dermatitis7.jpg,allergic contact dermatitis
3132,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/c/calcinosis_cutis/calcinosis_cutis18.jpg,calcinosis cutis
3133,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/h/hypohidrotic_ectodermal_dysplasia/hypohidrotic_ectodermal_dysplasia6.jpg,dyshidrotic eczema
3134,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis93.jpg,prurigo nodularis
3135,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/d/dariers_disease/dariers_disease39.jpg,dariers disease
3136,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/acanthosis_nigricans/acanthosis_nigricans59.jpg,acanthosis nigricans
3137,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome126.jpg,stevens johnson syndrome
3138,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/n/noonan_syndrome/noonan_syndrome5.jpg,telangiectases
3139,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti26.jpg,incontinentia pigmenti
3140,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_actinic/porokeratosis_actinic4.jpg,porokeratosis actinic
3141,benign melanocyte,https://www.dermaamin.com/site/images/clinical-pic/h/halo_naevus/halo_naevus10.jpg,halo nevus
3142,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/subacute-cutaneous-lupus-erythematosus/subacute-cutaneous-lupus-erythematosus67.jpg,lupus erythematosus
3143,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/phototoxic-eruption/phototoxic-eruption36.jpg,photodermatoses
3144,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica33.jpg,acrodermatitis enteropathica
3145,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris33.jpg,acne vulgaris
3146,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-of-hands/psoriasis-of-hands3.jpg,psoriasis
3147,benign melanocyte,https://www.dermaamin.com/site/images/clinical-pic/n/nevocyticn-nevus/nevocyticn-nevus16.jpg,nevocytic nevus
3148,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/f/folliculitis/folliculitis75.jpg,folliculitis
3149,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/L/lmm/lmm11.jpg,melanoma
3150,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_follicularis/lichen_planus_follicularis29.jpg,lichen planus
3151,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum1.jpg,erythema annulare centrifigum
3152,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_systemic/lupus_erythematosus_systemic9.jpg,lupus erythematosus
3153,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pruritic-urticarial-papules-and-plaques-of-pregnancy/pruritic-urticarial-papules-and-plaques-of-pregnancy15.jpg,urticaria
3154,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid60.jpg,keloid
3155,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/patch-testing/patch-testing7.jpg,allergic contact dermatitis
3156,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis69.jpg,photodermatoses
3157,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum59.jpg,xeroderma pigmentosum
3158,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-scalp/psoriasis-scalp10.jpg,psoriasis
3159,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis-of-the-skin-plaque-form/sarcoidosis-of-the-skin-plaque-form10.jpg,sarcoidosis
3160,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/acne_cystic/acne_cystic3.jpg,acne
3161,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-dermatitis/seborrheic-dermatitis51.jpg,seborrheic dermatitis
3162,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/papillomatosis_confluent_reticulated/papillomatosis_confluent_reticulated22.jpg,papilomatosis confluentes and reticulate
3163,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/c/cdle/cdle4.jpg,mucous cyst
3164,malignant cutaneous lymphoma,https://www.dermaamin.com/site/images/clinical-pic/m/mycosis-fongoide/mycosis-fongoide72.jpg,mycosis fungoides
3165,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/h/hailey_hailey_disease/hailey_hailey_disease2.jpg,hailey hailey disease
3166,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/photo-drug-eruption/photo-drug-eruption7.jpg,drug eruption
3167,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/m/morphea/morphea37.jpg,scleroderma
3168,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/aplasia_cutis_congenita_circumscripta/aplasia_cutis_congenita_circumscripta22.jpg,aplasia cutis
3169,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/m/mucocele/mucocele6.jpg,mucous cyst
3170,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus6.jpg,lichen planus
3171,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa_simplex/epidermolysis_bullosa_simplex5.jpg,epidermolysis bullosa
3172,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/m/morphea/morphea33.jpg,scleroderma
3173,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/melanoma/melanoma21.jpg,melanoma
3174,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/t/trachionychia/trachionychia10.jpg,paronychia
3175,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/papillomatosis_confluent_reticulated/papillomatosis_confluent_reticulated39.jpg,papilomatosis confluentes and reticulate
3176,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum35.jpg,erythema annulare centrifigum
3177,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome51.jpg,stevens johnson syndrome
3178,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum112.jpg,neutrophilic dermatoses
3179,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa51.jpg,hidradenitis
3180,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/striae-distensae/striae-distensae52.jpg,striae
3181,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa6.jpg,epidermolysis bullosa
3182,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_follicularis/lichen_planus_follicularis12.jpg,lichen planus
3183,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis45.jpg,prurigo nodularis
3184,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus/lupus_erythematosus21.jpg,lupus erythematosus
3185,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma_morpheiform/basal_cell_carcinoma_morpheiform11.jpg,basal cell carcinoma morpheiform
3186,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythem_achronicum_migrans/erythem_achronicum_migrans34.jpg,lyme disease
3187,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/t/telangiectasias/telangiectasias22.jpg,telangiectases
3188,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lichen-amyloidosis/lichen-amyloidosis2.jpg,lichen amyloidosis
3189,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lichen-amyloidosis/lichen-amyloidosis8.jpg,lichen amyloidosis
3190,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/a/adenocarcinoma/adenocarcinoma3.jpg,squamous cell carcinoma
3191,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma53.jpg,juvenile xanthogranuloma
3192,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea33.jpg,pityriasis rosea
3193,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome9.jpg,stevens johnson syndrome
3194,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/c/chicken_pox/chicken_pox8.jpg,lichen simplex
3195,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses87.jpg,actinic keratosis
3196,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme113.jpg,erythema multiforme
3197,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/s/syringoma/syringoma43.jpg,syringoma
3198,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/m/morphea/morphea7.jpg,scleroderma
3199,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/t/tuberous_sclerosis/tuberous_sclerosis35.jpg,tuberous sclerosis
3200,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_and_hyper_ige_syndrome/eczema_and_hyper_ige_syndrome2.jpg,eczema
3201,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/acne_scarring/acne_scarring25.jpg,acne
3202,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/s/syringoma/syringoma48.jpg,syringoma
3203,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/b/beckers_nevus/beckers_nevus32.jpg,becker nevus
3204,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/g/grovers_disease_transient_acantholytic_dermatosis/grovers_disease_transient_acantholytic_dermatosis5.jpg,allergic contact dermatitis
3205,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda13.jpg,porphyria
3206,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma48.jpg,superficial spreading melanoma ssm
3207,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis34.jpg,prurigo nodularis
3208,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma_morpheiform/basal_cell_carcinoma_morpheiform51.jpg,basal cell carcinoma morpheiform
3209,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus82.jpg,lichen planus
3210,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme151.jpg,erythema multiforme
3211,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa48.jpg,hidradenitis
3212,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies1.jpg,scabies
3213,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/s/syringoma/syringoma29.jpg,syringoma
3214,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/d/dermatitis_solaris/dermatitis_solaris9.jpg,lichen planus
3215,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema35.jpg,eczema
3216,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses117.jpg,actinic keratosis
3217,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma7.jpg,rhinophyma
3218,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption102.jpg,drug eruption
3219,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/striae-distensae/striae-distensae3.jpg,striae
3220,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum103.jpg,neutrophilic dermatoses
3221,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris67.jpg,pityriasis rubra pilaris
3222,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/t/tuberous_sclerosis/tuberous_sclerosis28.jpg,tuberous sclerosis
3223,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_lichenoid_chronica/pityriasis_lichenoid_chronica22.jpg,pityriasis lichenoides chronica
3224,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-dermatitis/seborrheic-dermatitis41.jpg,seborrheic dermatitis
3225,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/I/irritant-contact-dermatitis/irritant-contact-dermatitis12.jpg,allergic contact dermatitis
3226,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum27.jpg,erythema nodosum
3227,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme168.jpg,erythema multiforme
3228,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma41.jpg,malignant melanoma
3229,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses75.jpg,actinic keratosis
3230,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome19.jpg,stevens johnson syndrome
3231,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_lichenoid_chronica/pityriasis_lichenoid_chronica20.jpg,pityriasis lichenoides chronica
3232,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum24.jpg,erythema annulare centrifigum
3233,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies40.jpg,scabies
3234,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/n/naevus-congenital/naevus-congenital20.jpg,naevus comedonicus
3235,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa59.jpg,hidradenitis
3236,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/c/cutaneous_larva_migrans/cutaneous_larva_migrans14.jpg,nematode infection
3237,malignant cutaneous lymphoma,https://www.dermaamin.com/site/images/clinical-pic/m/mycosis-fongoide/mycosis-fongoide11.jpg,mycosis fungoides
3238,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies31.jpg,scabies
3239,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris99.jpg,pityriasis rubra pilaris
3240,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail58.jpg,psoriasis
3241,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/f/follicular-mucinosis/follicular-mucinosis38.jpg,mucinosis
3242,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/scleromyxedema/scleromyxedema63.jpg,scleromyxedema
3243,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma15.jpg,squamous cell carcinoma
3244,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma40.jpg,superficial spreading melanoma ssm
3245,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome3.jpg,neutrophilic dermatoses
3246,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/s/syringocystadenoma-papilliferum/syringocystadenoma-papilliferum7.jpg,syringoma
3247,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/localized-scleroderma/localized-scleroderma13.jpg,scleroderma
3248,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis7.jpg,allergic contact dermatitis
3249,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis-lichenoides-chronica/pityriasis-lichenoides-chronica24.jpg,pityriasis lichenoides chronica
3250,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis97.jpg,psoriasis
3251,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/subacute-cutaneous-lupus-erythematosus/subacute-cutaneous-lupus-erythematosus39.jpg,lupus erythematosus
3252,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma104.jpg,squamous cell carcinoma
3253,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma13.jpg,rhinophyma
3254,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma_morpheiform/basal_cell_carcinoma_morpheiform13.jpg,basal cell carcinoma morpheiform
3255,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum78.jpg,neutrophilic dermatoses
3256,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo110.jpg,vitiligo
3257,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_chronicus_discoides/lupus_erythematosus_chronicus_discoides28.jpg,lupus erythematosus
3258,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis82.jpg,sarcoidosis
3259,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_follicularis/lichen_planus_follicularis10.jpg,lichen planus
3260,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis56.jpg,allergic contact dermatitis
3261,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses118.jpg,actinic keratosis
3262,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum72.jpg,xeroderma pigmentosum
3263,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/h/herpes_gestationis/herpes_gestationis33.jpg,acquired autoimmune bullous diseaseherpes gestationis
3264,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus13.jpg,epidermal nevus
3265,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/I/ichthyosis_vulgaris/ichthyosis_vulgaris26.jpg,ichthyosis vulgaris
3266,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis90.jpg,dermatomyositis
3267,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/k/kwashiorkor-dermatitis/kwashiorkor-dermatitis2.jpg,photodermatoses
3268,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail92.jpg,psoriasis
3269,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythem_achronicum_migrans/erythem_achronicum_migrans41.jpg,lyme disease
3270,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris28.jpg,pityriasis rubra pilaris
3271,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma12.jpg,superficial spreading melanoma ssm
3272,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma95.jpg,malignant melanoma
3273,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa44.jpg,urticaria pigmentosa
3274,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea41.jpg,pityriasis rosea
3275,malignant melanoma,https://www.dermaamin.com/site/images/clinical-pic/a/acro_lentiginous_melanoma/acro_lentiginous_melanoma9.jpg,melanoma
3276,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa39.jpg,epidermolysis bullosa
3277,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome93.jpg,stevens johnson syndrome
3278,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/d/dariers_disease/dariers_disease38.jpg,dariers disease
3279,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption161.jpg,drug eruption
3280,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/s/sebaceousc-cyst/sebaceousc-cyst3.jpg,mucous cyst
3281,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lupus-chronique/lupus-chronique9.jpg,lupus erythematosus
3282,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/e/eclipse_nevi/eclipse_nevi9.jpg,becker nevus
3283,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme58.jpg,erythema multiforme
3284,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare71.jpg,granuloma annulare
3285,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_guttate/psoriasis_guttate5.jpg,psoriasis
3286,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/t/tuberous_sclerosis/tuberous_sclerosis26.jpg,tuberous sclerosis
3287,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/p/pilomatrixoma/pilomatrixoma12.jpg,pilomatricoma
3288,malignant cutaneous lymphoma,https://www.dermaamin.com/site/images/clinical-pic/m/mycosis-fongoide/mycosis-fongoide97.jpg,mycosis fungoides
3289,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/n/necrobiois-lipoidica-diabeticorum/necrobiois-lipoidica-diabeticorum10.jpg,necrobiosis lipoidica
3290,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis47.jpg,photodermatoses
3291,genodermatoses,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica23.jpg,acrodermatitis enteropathica
3292,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus74.jpg,lichen planus
3293,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption65.jpg,fixed eruptions
3294,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/p/papillomatosis_confluent_reticulated/papillomatosis_confluent_reticulated25.jpg,papilomatosis confluentes and reticulate
3295,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis_solar/keratosis_solar11.jpg,porokeratosis actinic
3296,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies34.jpg,scabies
3297,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/sun-burn/sun-burn10.jpg,sun damaged skin
3298,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/f/folliculitis/folliculitis38.jpg,folliculitis
3299,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid84.jpg,keloid
3300,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma99.jpg,basal cell carcinoma
3301,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus90.jpg,epidermal nevus
3302,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/c/calcified_nodule_dermatomyositis/calcified_nodule_dermatomyositis12.jpg,calcinosis cutis
3303,malignant epidermal,https://www.dermaamin.com/site/images/clinical-pic/c/carcinome_spinocellulaire/carcinome_spinocellulaire22.jpg,squamous cell carcinoma
3304,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus84.jpg,lichen planus
3305,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis149.jpg,dermatomyositis
3306,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis105.jpg,prurigo nodularis
3307,benign melanocyte,https://www.dermaamin.com/site/images/clinical-pic/o/ota-nevus/ota-nevus7.jpg,halo nevus
3308,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis12.jpg,sarcoidosis
3309,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/d/dermatitis_artefacta/dermatitis_artefacta8.jpg,lichen planus
3310,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/p/pilomatrixoma/pilomatrixoma31.jpg,pilomatricoma
3311,benign epidermal,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn89.jpg,nevus sebaceous of jadassohn
3312,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme102.jpg,erythema multiforme
3313,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme167.jpg,erythema multiforme
3314,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris165.jpg,acne vulgaris
3315,benign dermal,https://www.dermaamin.com/site/images/clinical-pic/c/cyst_epidermoid/cyst_epidermoid17.jpg,pilar cyst
3316,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome2.jpg,neutrophilic dermatoses
3317,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema98.jpg,eczema
3318,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/L/lymphocytic-infiltration-of-the-skin-jessner-kanof/lymphocytic-infiltration-of-the-skin-jessner-kanof19.jpg,lupus subacute
3319,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption5.jpg,drug eruption
3320,inflammatory,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris9.jpg,acne vulgaris
